"17285","3700 RUE FORET DR #240, FLINT, MI, 48532","Match","Non_Exact","3700 RUE FORET, FLINT, MI, 48532","-83.74711,43.018925","69564238","L","26","049","010911","1006"
"17286","3540  RUE FORET DR APT #39 RIVER FOREST, FLINT, MI, 48532","Match","Non_Exact","3540 RUE FORET, FLINT, MI, 48532","-83.750725,43.021572","69564115","R","26","049","010911","1004"
"17287","3520  RUE FORET DR APT 22, FLINT, MI, 48532","No_Match"
"17280","5062  ROSSWAY DR, FLINT, MI, 48506","Match","Exact","5062 ROSSWAY DR, FLINT, MI, 48506","-83.61393,43.07272","69570043","R","26","049","012008","1005"
"17281","5092  ROSSWAY DR, FLINT, MI, 48506","Match","Exact","5092 ROSSWAY DR, FLINT, MI, 48506","-83.613525,43.072723","69570043","R","26","049","012008","1005"
"17282","5109  ROSSWAY DR, FLINT, MI, 48506","Match","Exact","5109 ROSSWAY DR, FLINT, MI, 48506","-83.61368,43.072735","69570043","L","26","049","012008","1003"
"17283","1071  ROYALCREST DR, FLINT, MI, 48532","Match","Non_Exact","1071 ROYAL CREST DR, FLINT, MI, 48532","-83.7951,43.01496","69594404","L","26","049","010813","1005"
"17299","115 S AVERILL AVE, FLINT, MI, 48506","Match","Non_Exact","115 S AVERILL AVE, FLINT, MI, 48503","-83.64481,43.02312","69570789","L","26","049","003100","2009"
"17295","6708 RUSSETT CT, FLINT, MI, 48504","Match","Exact","6708 RUSSETT CT, FLINT, MI, 48504","-83.725395,43.072216","69563640","R","26","049","000100","1001"
"17296","1607  RUSSETT PL, FLINT, MI, 48504","Match","Non_Exact","1607 RUSSET PL, FLINT, MI, 48504","-83.723656,43.07217","69563643","L","26","049","000100","1012"
"17297","1394 RYAN ST, FLINT, MI, 48532","Match","Exact","1394 RYAN ST, FLINT, MI, 48532","-83.74318,43.008873","69564276","R","26","049","010911","2008"
"17298","1856 S AVERILL, FLINT, MI, 48503","Match","Non_Exact","1856 S AVERILL AVE, FLINT, MI, 48503","-83.64428,43.008057","69570860","R","26","049","003100","2045"
"17291","1617  RUSSET PL, FLINT, MI, ","Match","Exact","1617 RUSSET PL, FLINT, MI, 48504","-83.72374,43.07217","69563643","L","26","049","000100","1012"
"17292","1701  RUSSET PL, FLINT, MI, 48504","Match","Exact","1701 RUSSET PL, FLINT, MI, 48504","-83.72457,43.072163","69563642","L","26","049","000100","1012"
"17293","1711  RUSSET PL, FLINT, MI, 48504","Match","Exact","1711 RUSSET PL, FLINT, MI, 48504","-83.72465,43.07216","69563642","L","26","049","000100","1012"
"17294","1815  RUSSET PL, FLINT, MI, 48504","Match","Exact","1815 RUSSET PL, FLINT, MI, 48504","-83.7256,43.07207","69563641","L","26","049","000100","1012"
"17290","6701  RUSSET CT, FLINT, MI, 48504","Match","Non_Exact","6701 RUSSETT CT, FLINT, MI, 48504","-83.7254,43.072174","69563640","L","26","049","000100","1001"
"17266","1706  ROSELAWN DR, FLINT, MI, 48504","Match","Exact","1706 ROSELAWN DR, FLINT, MI, 48504","-83.7257,43.059402","69563709","R","26","049","000500","2001"
"17267","1713  ROSELAWN DR, FLINT, MI, 48504","Match","Exact","1713 ROSELAWN DR, FLINT, MI, 48504","-83.72578,43.05939","69563709","L","26","049","000500","2004"
"18598","2714  STEVENSON ST, FLINT, MI, 48504","Match","Non_Exact","2714 N STEVENSON ST, FLINT, MI, 48504","-83.72546,43.02613","69565063","R","26","049","001300","2004"
"17268","1713 ROSELAWN DR, FLINT, MI, 48504","Match","Exact","1713 ROSELAWN DR, FLINT, MI, 48504","-83.72578,43.05939","69563709","L","26","049","000500","2004"
"17269","1717  ROSELAWN DR, FLINT, MI, 48504","Match","Exact","1717 ROSELAWN DR, FLINT, MI, 48504","-83.72582,43.05939","69563709","L","26","049","000500","2004"
"17262","6801  ROSEANNA DR, FLINT, MI, 48505","Match","Exact","6801 ROSEANNA DR, FLINT, MI, 48505","-83.66415,43.073944","69566662","L","26","049","001800","1000"
"18593","2201 STEVENSON ST, FLINT, MI, 48504","Match","Exact","2201 STEVENSON ST, FLINT, MI, 48504","-83.71844,43.023926","69565254","L","26","049","001300","4004"
"17263","1064 ROSEDALE AVE, FLINT, MI, 48505","Match","Exact","1064 ROSEDALE AVE, FLINT, MI, 48505","-83.68512,43.062702","69566539","R","26","049","001700","2048"
"18594","2533  STEVENSON ST, FLINT, MI, 48504","Match","Non_Exact","2533 N STEVENSON ST, FLINT, MI, 48504","-83.72251,43.025192","69565065","L","26","049","001300","3004"
